咪咕,#genre#
NewTv精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
咪咕直播1*,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播2*,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播3*,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播4*,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8


山大IPV6,#genre#
CCTV-1,http://[2001:250:5800:1005::155]/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/index.m3u8
CCTV-2,http://[2001:250:5800:1005::155]/liverespath/6b13fe5368d391761312a985ace065c0ecad2f5e/index.m3u8
CCTV-3,http://[2001:250:5800:1005::155]/liverespath/f76f9947c68be18d7a456e25aa59a08c5747e6a5/index.m3u8
CCTV-4,http://[2001:250:5800:1005::155]/liverespath/c70d81eefb04fef7777c2a5aab4ddc9459ce4246/index.m3u8
CCTV-5,http://[2001:250:5800:1005::155]/liverespath/3f76badfb3a23d95f26ff573a93902bbdb8b8e98/index.m3u8
CCTV-5+,http://[2001:250:5800:1005::155]/liverespath/7b02d30e42de3c0078c158ce81421accad3a8400/index.m3u8
CCTV-6,http://[2001:250:5800:1005::155]/liverespath/f2f39ee2105c85c32df375728a51b5d89d3afab4/index.m3u8
CCTV-7,http://[2001:250:5800:1005::155]/liverespath/f116a0a5035935a3435155998163d8eaa60554c3/index.m3u8
CCTV-8,http://[2001:250:5800:1005::155]/liverespath/9e6e3b618b5dc902d992949f0c669bb674f6cde8/index.m3u8
CCTV-9,http://[2001:250:5800:1005::155]/liverespath/0d0f0da65ba843b8d1dd6fed315bfea896ddd20d/index.m3u8
CCTV-10,http://[2001:250:5800:1005::155]/liverespath/96f212c8bb9eca90c8f15ae041b4f64b3a3ba67b/index.m3u8
CCTV-11,http://[2001:250:5800:1005::155]/liverespath/3d0aa0f1604f13f0ae90c2dc0590ca22a1bcaaa2/index.m3u8
CCTV-12,http://[2001:250:5800:1005::155]/liverespath/fb84bde1de15cdb0308a7910cebc0497594ae94e/index.m3u8
CCTV-13,http://[2001:250:5800:1005::155]/liverespath/8a2f3cd1ae4091c8d073cd239518f24cd4560d8e/index.m3u8
CCTV-14,http://[2001:250:5800:1005::155]/liverespath/0e0973e58d4835f4b872548164462930003f77b4/index.m3u8
CCTV-15,http://[2001:250:5800:1005::155]/liverespath/59c02d176e7c3b05a62a9bb42be1ca2a92df2e1c/index.m3u8
CGTN英语,http://[2001:250:5800:1005::155]/liverespath/24aebb75a7e6184f5eefe72bd330328a7fa4fbb8/index.m3u8

CCTV第一剧场,http://[2001:250:5800:1005::155]/liverespath/04f389aeb26e4e95684afeee02f094deafe00af3/index.m3u8
CCTV世界地理,http://[2001:250:5800:1005::155]/liverespath/ed97b8c80f70e495182e4082d79af981692f1d4e/index.m3u8
CCTV风云剧场,http://[2001:250:5800:1005::155]/liverespath/b083346698bce1976b5647cd5e93c96e7c817988/index.m3u8
CCTV风云音乐,http://[2001:250:5800:1005::155]/liverespath/1e9d4739cc4b85ecee2447297d434be883efa7d8/index.m3u8
CCTV风云足球,http://[2001:250:5800:1005::155]/liverespath/81e55ce4e9ccb0c0120518cf06d41b7f6519f20b/index.m3u8
CCTV怀旧剧场,http://[2001:250:5800:1005::155]/liverespath/194d8f435913ec8413369b8b54029ff3c9a72cb7/index.m3u8
CCTV兵器科技,http://[2001:250:5800:1005::155]/liverespath/10eff5109cadc23434329348ad589e332c194530/index.m3u8
CETV-1,http://[2001:250:5800:1005::155]/liverespath/85558d86e1bcab9405a28515bc414ba3676ecbde/index.m3u8
CETV-3,http://[2001:250:5800:1005::155]/liverespath/3a13f3b554cd6c3764599392bb43650e4e015b87/index.m3u8
CETV-4,http://[2001:250:5800:1005::155]/liverespath/d9fd740848ee6bc5d883832bba7cafb90524390e/index.m3u8
CHC家庭影院,http://[2001:250:5800:1005::155]/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/index.m3u8
CHC动作电影,http://[2001:250:5800:1005::155]/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/index.m3u8
CHC影迷电影,http://[2001:250:5800:1005::155]/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/index.m3u8
北京卫视,http://[2001:250:5800:1005::155]/liverespath/072eeaf7c449c6f6af5847c4e882126c51331c72/index.m3u8
北京卫视,http://[2001:250:5800:1005::155]/liverespath/f6555824f9b96b7f0adabeadabbcca1eb143af34/index.m3u8
BRTV文艺,http://[2001:250:5800:1005::155]/liverespath/df76b690ed09ed3949eb8579ea5a7728e6cbd03f/index.m3u8
BRTV科教,http://[2001:250:5800:1005::155]/liverespath/72e61aa5ca26beb9dd17a950d2a8c6171a5cd998/index.m3u8
BRTV影视,http://[2001:250:5800:1005::155]/liverespath/d68ca2a45a66f1289325852228ee748974c431ca/index.m3u8
BRTV财经,http://[2001:250:5800:1005::155]/liverespath/da4b2d170d47e48cfd4dcd6db27b7088a876aa30/index.m3u8
BRTV体育,http://[2001:250:5800:1005::155]/liverespath/85e67548eb4b2a78b704e349eb27a9e787b63138/index.m3u8
BRTV生活,http://[2001:250:5800:1005::155]/liverespath/89ed1379f4c4cc9a436aacabc882365f512a7595/index.m3u8
BRTV青年,http://[2001:250:5800:1005::155]/liverespath/7d476b1bc4c2e717f2525a35e31faf071f648faf/index.m3u8
BRTV新闻,http://[2001:250:5800:1005::155]/liverespath/e0f83dca54734aea4920c0125111c84859d2a012/index.m3u8
BRTV卡酷少儿,http://[2001:250:5800:1005::155]/liverespath/b928229e615248d7a2c6f9ea047f25cf37a3a0af/index.m3u8
BRTV体育休闲,http://[2001:250:5800:1005::155]/liverespath/9535e4def9ec36aaf65f8f87a8af664b81f4bf23/index.m3u8
纪实人文,http://[2001:250:5800:1005::155]/liverespath/98a578339579ce91ec2443bfbd1fc3af10ee02bd/index.m3u8
乐游频道,http://[2001:250:5800:1005::155]/liverespath/56840359360f071dfdd9568e7ab86d1b3232a9ee/index.m3u8
金鹰纪实,http://[2001:250:5800:1005::155]/liverespath/d623386366118b9f7e610c167dbb8dc552b7660c/index.m3u8
湖南卫视,http://[2001:250:5800:1005::155]/liverespath/9b1ccba5a2c611bb5d7c96243695572090cca5fd/index.m3u8
浙江卫视,http://[2001:250:5800:1005::155]/liverespath/f650ba03bb4883fe67a1fb7c193a00a4c0c93881/index.m3u8
江苏卫视,http://[2001:250:5800:1005::155]/liverespath/0be64515076e489456de2f33e7b58ff1b392d3b3/index.m3u8
东方卫视,http://[2001:250:5800:1005::155]/liverespath/4015e6015b3b818a4cbc2247960b8536a3cd0153/index.m3u8
安徽卫视,http://[2001:250:5800:1005::155]/liverespath/6e91e17de838dbf7c77f9ed8e41726bd4a1516f5/index.m3u8
黑龙江卫视,http://[2001:250:5800:1005::155]/liverespath/fe1745c7599e85d0a34fa0ad3986ef25c2ed7c6f/index.m3u8
辽宁卫视,http://[2001:250:5800:1005::155]/liverespath/73aedb8ffd21b3b8afe4664591d4cb3a5cced827/index.m3u8
深圳卫视,http://[2001:250:5800:1005::155]/liverespath/536ebe8b7165b25c8670e42eb8b7b4b6d178f158/index.m3u8
广东卫视,http://[2001:250:5800:1005::155]/liverespath/57e80ee85ec1f4e523e1bca55f5a676abd292db8/index.m3u8
天津卫视,http://[2001:250:5800:1005::155]/liverespath/41433c450cf4747cf2600adecc560bc90f344182/index.m3u8
湖北卫视,http://[2001:250:5800:1005::155]/liverespath/a8e4cf2bade25844b998d7743d83331412ea841f/index.m3u8
山东卫视,http://[2001:250:5800:1005::155]/liverespath/8b205af319dcc92c60a69a96423af21b24a29ca0/index.m3u8
重庆卫视,http://[2001:250:5800:1005::155]/liverespath/b14734af7f740eb61419248c57e25551a7d1093f/index.m3u8
四川卫视,http://[2001:250:5800:1005::155]/liverespath/ca3f021632b48e6960797776657926074723d276/index.m3u8
东南卫视,http://[2001:250:5800:1005::155]/liverespath/7a202b5f39c56db4ca3ca7a3dc21b073c9bc472a/index.m3u8
河北卫视,http://[2001:250:5800:1005::155]/liverespath/0d0303a991ca71e06290b546e34104dbe0d0c64a/index.m3u8
江西卫视,http://[2001:250:5800:1005::155]/liverespath/5262d7f97311b82a4a460f3b8221e4a7d394c2c0/index.m3u8
河南卫视,http://[2001:250:5800:1005::155]/liverespath/4bc76db1677c6cd2176e652ed6fc1cd44d8c297b/index.m3u8
陕西卫视,http://[2001:250:5800:1005::155]/liverespath/ebc9ec3e297c071df95d759b6313b9d9dbc3dbda/index.m3u8
吉林卫视,http://[2001:250:5800:1005::155]/liverespath/44a878b1782810307d4d6918ae1da1712976350e/index.m3u8
广西卫视,http://[2001:250:5800:1005::155]/liverespath/15f9ffc8f72eb7f7ddfe79669f246e4db4acc3c1/index.m3u8
西藏卫视,http://[2001:250:5800:1005::155]/liverespath/223db5dc75cab2536cbebcda8e6730ff6bf58309/index.m3u8
内蒙古卫视,http://[2001:250:5800:1005::155]/liverespath/5a601b122fcaacb6480b65cb74ee8f76347020d6/index.m3u8
青海卫视,http://[2001:250:5800:1005::155]/liverespath/468aa6e90a67946eeb0e862e4b9f2764ee13cc75/index.m3u8
山西卫视,http://[2001:250:5800:1005::155]/liverespath/74908123d020c1a9f55e8a9652973187bcd07970/index.m3u8
厦门卫视,http://[2001:250:5800:1005::155]/liverespath/151ef24b315bb7709d1a2f7a35d260932c6e9eb5/index.m3u8
新疆卫视,http://[2001:250:5800:1005::155]/liverespath/d75bf52e702ca0fb44344fc2e86e7675ac112ec7/index.m3u8
云南卫视,http://[2001:250:5800:1005::155]/liverespath/d45a277ca433670e3f463b497783af19bb2c63f8/index.m3u8
宁夏卫视,http://[2001:250:5800:1005::155]/liverespath/eefad27700cf7ea30b4f5145f0b8d466a27c1478/index.m3u8
甘肃卫视,http://[2001:250:5800:1005::155]/liverespath/975463fd39229112f75925af024d6ed11de84a0e/index.m3u8
兵团卫视,http://[2001:250:5800:1005::155]/liverespath/bfbbd9a299af8614a14139c6d5ecb8ba27bd38ba/index.m3u8
海南卫视,http://[2001:250:5800:1005::155]/liverespath/6439a34cf7b96bdfd8c4234fc91cb4912c9becd1/index.m3u8
贵州卫视,http://[2001:250:5800:1005::155]/liverespath/11e39871ee899ed6c7bddadb1c83cbd658562297/index.m3u8


河南,#genre#
河南都市,http://sx.aisx.cc/live/hndx.php?id=hnds
河南民生,http://sx.aisx.cc/live/hndx.php?id=hnms
河南法制,http://sx.aisx.cc/live/hndx.php?id=hnfz
河南电视剧,http://sx.aisx.cc/live/hndx.php?id=hndsj
河南新闻,http://sx.aisx.cc/live/hndx.php?id=hnxw
河南公共,http://sx.aisx.cc/live/hndx.php?id=hngg
河南乡村,http://sx.aisx.cc/live/hndx.php?id=hnxc
河南国际,http://sx.aisx.cc/live/hndx.php?id=hngj
河南梨园,http://sx.aisx.cc/live/hndx.php?id=hnly
文物宝库,http://sx.aisx.cc/live/hndx.php?id=wwbk
武术世界,http://sx.aisx.cc/live/hndx.php?id=wspd
睛彩中原,http://sx.aisx.cc/live/hndx.php?id=jczy
移动戏曲,http://sx.aisx.cc/live/hndx.php?id=ydxj
象世界,http://sx.aisx.cc/live/hndx.php?id=xsj
国学频道,http://sx.aisx.cc/live/hndx.php?id=gxpd
郑州新闻,http://sx.aisx.cc/live/henan.php?id=zz1
开封新闻,http://sx.aisx.cc/live/henan.php?id=kf1
洛阳新闻,http://sx.aisx.cc/live/henan.php?id=ly1
平顶山新闻,http://sx.aisx.cc/live/henan.php?id=pds1
安阳新闻,http://sx.aisx.cc/live/henan.php?id=ay1
鹤壁新闻,http://sx.aisx.cc/live/henan.php?id=hb1
新乡新闻,http://sx.aisx.cc/live/henan.php?id=xx1
焦作新闻,http://sx.aisx.cc/live/henan.php?id=jz1
濮阳新闻,http://sx.aisx.cc/live/henan.php?id=py1
许昌新闻,http://sx.aisx.cc/live/henan.php?id=xc1
漯河新闻,http://sx.aisx.cc/live/henan.php?id=lh1
三门峡新闻,http://sx.aisx.cc/live/henan.php?id=smx1
南阳新闻,http://sx.aisx.cc/live/henan.php?id=ny1
商丘新闻,http://sx.aisx.cc/live/henan.php?id=sq1
信阳新闻,http://sx.aisx.cc/live/henan.php?id=xy1
周口新闻,http://sx.aisx.cc/live/henan.php?id=zk1
驻马店新闻,http://sx.aisx.cc/live/henan.php?id=zmd1
济源新闻,http://sx.aisx.cc/live/henan.php?id=jy1
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
开封公共,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
栾川新闻,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
延津综合,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
建安综合,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
商城新闻,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
沈丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8

河北,#genre#
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
河北生活,http://sx.aisx.cc/live/hb.php?id=jjsh
河北农民,http://sx.aisx.cc/live/hb.php?id=nmpd
河北都市,http://sx.aisx.cc/live/hb.php?id=hbds
河北影视剧,http://sx.aisx.cc/live/hb.php?id=hbys
河北少儿科教,http://sx.aisx.cc/live/hb.php?id=sekj
河北公共,http://sx.aisx.cc/live/hb.php?id=hbgg
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
定州影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
定州生活,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
丰宁综合,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
涞水新闻,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
鹿泉综合,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
鹿泉二套,https://jwliveqxzb.hebyun.com.cn/luquaner/luquaner.m3u8
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
平泉综合,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
双滦电影,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8
望都新闻综合,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8

浙江,#genre#
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江好易购,http://ali-m-l.cztv.com/channels/lantian/channel011/1080p.m3u8
浙江之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江浙江之声,http://ali-m-l.cztv.com/channels/lantian/fm88/128k.m3u8
浙江新闻广播,http://ali-m-l.cztv.com/channels/lantian/fm988/128k.m3u8
浙江广播经济,http://ali-m-l.cztv.com/channels/lantian/fm95/128k.m3u8
浙江民生资讯,http://ali-m-l.cztv.com/channels/lantian/fm996/128k.m3u8
浙江音乐调频,http://ali-m-l.cztv.com/channels/lantian/fm968/128k.m3u8
浙江交通之声,http://ali-m-l.cztv.com/channels/lantian/fm93/128k.m3u8
浙江旅游之声,http://ali-m-l.cztv.com/channels/lantian/fm1045/128k.m3u8
浙江城市之声,http://ali-m-l.cztv.com/channels/lantian/fm107/128k.m3u8
杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
嵊州公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
平湖公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8

江苏,#genre#
江苏卫视,http://sx.aisx.cc/live/jiangsu.php?id=jsws
江苏城市,http://sx.aisx.cc/live/jiangsu.php?id=jscs
江苏综艺,http://sx.aisx.cc/live/jiangsu.php?id=jszy
江苏影视,http://sx.aisx.cc/live/jiangsu.php?id=jsys
江苏新闻,http://sx.aisx.cc/live/jiangsu.php?id=jsxw
江苏体育,http://sx.aisx.cc/live/jiangsu.php?id=jsty
江苏教育,http://sx.aisx.cc/live/jiangsu.php?id=jsjy
江苏国际,http://sx.aisx.cc/live/jiangsu.php?id=jsgj
南京新闻,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
